##norse
Name | g
Gisbjorn | m
Gisborg | f
Gisbrand | m
Gisdis | f
Gisfinn | m
Gisfrid | f
Gisgeir | m
Gisgerd | f
Gisgils | m
Gisgunn | f
Gishild | f
Gisir | m
Gisi | u
Gislaug | f
Gisleif | m
Gismundr | m
Gismund | m
Gisny | f
Gisrid | f
Gisrun | f
Gisr | m
Gisskald | m
Gisstein | m
Gisthor | m
Gisur | m
Gisvald | m
Gisveig | f
Gisy | u
Gormar | m
Gormauda | f
Gorma | u
Gormbjorn | m
Gormborg | f
Gormbrand | m
Gormdis | f
Gormfinn | m
Gormfrid | f
Gormgeir | m
Gormgerd | f
Gormgils | m
Gormgunn | f
Gormhild | f
Gormir | m
Gormi | u
Gormlaug | f
Gormleif | m
Gormmundr | m
Gormmund | m
Gormny | f
Gormrid | f
Gormrun | f
Gormr | m
Gormskald | m
Gormstein | m
Gormthor | m
Gormur | m
Gormvald | m
Gormveig | f
Gormy | u
Gudar | m
Gudauda | f
Guda | u
Gudbjorn | m
Gudborg | f
Gudbrand | m
Guddis | f
Gudfinn | m
Gudfrid | f
Gudgeir | m
Gudgerd | f
Gudgils | m
Gudgunn | f
Gudhild | f
Gudir | m
Gudi | u
Gudlaug | f
Gudleif | m
Gudmundr | m
Gudmund | m
Gudny | f
Gudrid | f
Gudrun | f
Gudr | m
Gudskald | m
Gudstein | m
Gudthor | m
Gudur | m
Gudvald | m
Gudveig | f
Gudy | u
Hakonar | m
Hakonauda | f
Hakona | u
Hakonbjorn | m
Hakonborg | f
Hakonbrand | m
Hakondis | f
Hakonfinn | m
Hakonfrid | f
Hakongeir | m
Hakongerd | f
Hakongils | m
Hakongunn | f
Hakonhild | f
Hakonir | m
Hakoni | u
Hakonlaug | f
Hakonleif | m
Hakonmundr | m
Hakonmund | m
Hakonny | f
Hakonrid | f
Hakonrun | f
Hakonr | m
Hakonskald | m
Hakonstein | m
Hakonthor | m
Hakonur | m
Hakonvald | m
Hakonveig | f
Hakony | u
Halar | m
Halauda | f
Hala | u
Halbjorn | m
Halborg | f
Halbrand | m
Haldis | f
Halfinn | m
Halfrid | f
Halgeir | m
Halgerd | f
Halgils | m
Halgunn | f
Halhild | f
Halir | m
Hali | u
Hallaug | f
Halleif | m
Halmundr | m
Halmund | m
Halny | f
Halrid | f
Halrun | f
Halr | m
Halskald | m
Halstein | m
Halthor | m
Halur | m
Halvald | m
Halveig | f
Haly | u
Hrafnar | m
Hrafnauda | f
Hrafna | u
Hrafnbjorn | m
Hrafnborg | f
Hrafnbrand | m
Hrafndis | f
Hrafnfinn | m
Hrafnfrid | f
Hrafngeir | m
Hrafngerd | f
Hrafngils | m
Hrafngunn | f
Hrafnhild | f
Hrafnir | m
Hrafni | u
Hrafnlaug | f
Hrafnleif | m
Hrafnmundr | m
Hrafnmund | m
Hrafnny | f
Hrafnrid | f
Hrafnrun | f
Hrafnr | m
Hrafnskald | m
Hrafnstein | m
Hrafnthor | m
Hrafnur | m
Hrafnvald | m
Hrafnveig | f
Hrafny | u
Ingar | m
Ingauda | f
Inga | u
Ingbjorn | m
Ingborg | f
Ingbrand | m
Ingdis | f
Ingfinn | m
Ingfrid | f
Inggeir | m
Inggerd | f
Inggils | m
Inggunn | f
Inghild | f
Ingir | m
Ingi | u
Inglaug | f
Ingleif | m
Ingmundr | m
Ingmund | m
Ingny | f
Ingrid | f
Ingrun | f
Ingr | m
Ingskald | m
Ingstein | m
Ingthor | m
Ingur | m
