##japan
Name | g
Natsumi | f
Natsuna | f
Natsune | f
Natsuno | f
Natsuri | f
Natsuyo | f
Nobuhei | m
Nobuhiko | m
Nobuichi | m
Nobuji | m
Nobuki | m
Nobuma | m
Nobuo | m
Noburo | m
Nobushi | m
Nobusuke | m
Nobutaro | m
Nobuta | m
Nobuto | m
Nobuya | m
Rei | u
Ren | u
Rikuhei | m
Rikuhiko | m
Rikuichi | m
Rikuji | m
Rikuki | m
Rikuma | m
Rikuo | m
Rikuro | m
Rikushi | m
Rikusuke | m
Rikutaro | m
Rikuta | m
Rikuto | m
Rikuya | m
Riku | u
Rinae | f
Rinaka | f
Rinaki | f
Rinako | f
Rinama | f
Rinami | f
Rinana | f
Rinane | f
Rinano | f
Rinari | f
Rinayo | f
Rin | u
Rioe | f
Rioka | f
Rioki | f
Rioko | f
Rioma | f
Riomi | f
Riona | f
Rione | f
Riono | f
Riori | f
Rioyo | f
Rio | u
Ryohei | m
Ryohiko | m
Ryoichi | m
Ryoji | m
Ryoki | m
Ryoma | m
Ryoo | m
Ryoro | m
Ryoshi | m
Ryosuke | m
Ryotaro | m
Ryota | m
Ryoto | m
Ryoya | m
Sadahei | m
Sadahiko | m
Sadaichi | m
Sadaji | m
Sadaki | m
Sadama | m
Sadao | m
Sadaro | m
Sadashi | m
Sadasuke | m
Sadataro | m
Sadata | m
Sadato | m
Sadaya | m
Sakie | f
Sakika | f
Sakiki | f
Sakiko | f
Sakima | f
Sakimi | f
Sakina | f
Sakine | f
Sakino | f
Sakiri | f
Sakiyo | f
Sakurae | f
Sakuraka | f
Sakuraki | f
Sakurako | f
Sakurama | f
Sakurami | f
Sakurana | f
Sakurane | f
Sakurano | f
Sakurari | f
Sakurayo | f
Sayo | u
Sena | u
Shinhei | m
Shinhiko | m
Shinichi | m
Shinji | m
Shinki | m
Shinma | m
Shinobu | u
Shino | m
Shinro | m
Shinshi | m
Shinsuke | m
Shintaro | m
Shinta | m
Shinto | m
Shinya | m
Shizuka | u
Shizu | u
Sora | u
Sotahei | m
Sotahiko | m
Sotaichi | m
Sotaji | m
Sotaki | m
Sotama | m
Sotao | m
Sotaro | m
Sotashi | m
Sotasuke | m
Sotataro | m
Sotata | m
Sotato | m
Sotaya | m
Sumi | u
Syohei | m
Syohiko | m
Syoichi | m
Syoji | m
Syoki | m
Syoma | m
Syoo | m
Syoro | m
